case_id,semantic_family,length_level,selection_role,prompt_tokens,phase,selected_occurrences,distinct_expert_keys,mean_layer_entropy_bits,mean_layer_effective_experts,median_layer_distinct_experts,top16_selected_mass_fraction,mean_layer_mass50_experts,mean_layer_mass90_experts,cold_first_occurrences,finite_stack_distance_median,finite_stack_distance_mean,finite_stack_distance_p90,core_mass_gamma_0_8,core_mass_gamma_1_0,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
12-compare-b8,analytical comparison / argumentation,8,STAGE_B2_ENDPOINT,382,PREFILL,562304,61075,8.360295383517672,344.37818307487663,688.0,0.2141475073981334,84.78260869565217,360.1847826086956,61075,4284.0,9633.155854908635,26813.0,0.8294018893694514,0.6862746841566127,"[""094c24d78ab6f5bdc8d16519ddbe1126c84fa8800f453eb85729884ee1014d92"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b1,creative / language generation,1,STAGE_B2_ENDPOINT,161,DECODE,94208,28747,7.521031073160953,195.72910379462388,320.0,0.29157820991847827,51.608695652173914,213.6086956521739,5350,5243.0,10961.50459159558,32053.600000000006,0.3518172554347826,0.13262143342391305,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b5971b806780f5cb7e64e9bddff0040649cfacf91960d81e4bd7917149534e67"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b1,creative / language generation,1,STAGE_B2_ENDPOINT,161,PREFILL,236992,47993,8.148301367648635,295.96984063495336,531.5,0.23218505266000541,73.68478260869566,315.60869565217394,47993,3271.0,7218.996798924862,20058.20000000001,0.8681474480151229,0.8045672427761275,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b5971b806780f5cb7e64e9bddff0040649cfacf91960d81e4bd7917149534e67"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b3,creative / language generation,3,STAGE_B_REPRESENTATIVE,221,DECODE,94208,27911,7.510618858274298,192.38230773208733,313.5,0.2809952445652174,49.72826086956522,204.6195652173913,3685,5713.0,11520.917037658937,33387.600000000006,0.36514945652173914,0.13619862432065216,"[""00ae2fdfb09568af8d0fc0b1ebd4484029075c185e2fca04602dcb11637dfe1b"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b3,creative / language generation,3,STAGE_B_REPRESENTATIVE,221,PREFILL,325312,53603,8.253694003548862,320.04710300158933,595.5,0.22449217981506983,79.72826086956522,337.0,53603,3476.0,8131.547434939586,22842.20000000001,0.8499010180995475,0.7556622565414125,"[""00ae2fdfb09568af8d0fc0b1ebd4484029075c185e2fca04602dcb11637dfe1b"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b8,creative / language generation,8,STAGE_B2_ENDPOINT,381,DECODE,94208,28362,7.525006350049422,194.83791128054114,310.5,0.28489087975543476,50.58695652173913,209.30434782608697,2519,4316.0,12693.297287569938,39502.0,0.2998046875,0.11724057404891304,"[""0ea0489cd436aecf0d1261df1ae834e66149537c91ee4415050ad4bab439446b"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
13-creative-b8,creative / language generation,8,STAGE_B2_ENDPOINT,381,PREFILL,560832,61226,8.33890552854643,340.95690366615264,685.0,0.22485164897866028,84.69565217391305,362.8478260869565,61226,4193.0,9715.606549961369,27024.5,0.7902758758416067,0.6741038314504165,"[""0ea0489cd436aecf0d1261df1ae834e66149537c91ee4415050ad4bab439446b"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b1,conversational / direct QA,1,STAGE_B2_ENDPOINT,171,DECODE,94208,30410,7.698663337841074,217.36034916013807,341.5,0.2528129245923913,57.83695652173913,230.44565217391303,4911,6310.0,12158.297300021277,35302.40000000001,0.36140242866847827,0.14423403532608695,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""8c28bf5a8c15335ed872e7a1a6882b16c6d4886d474c50699be85dcb05ebfb3c"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b1,conversational / direct QA,1,STAGE_B2_ENDPOINT,171,PREFILL,251712,49686,8.239745662254052,313.39933317301666,549.5,0.21375619755911518,79.22826086956522,326.5869565217391,49686,3379.0,7585.109634403492,21548.5,0.8852219997457411,0.8035016209000763,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""8c28bf5a8c15335ed872e7a1a6882b16c6d4886d474c50699be85dcb05ebfb3c"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b2,conversational / direct QA,2,STAGE_B_REPRESENTATIVE,191,DECODE,94208,28801,7.611920636077937,204.44289423675716,320.0,0.25969132133152173,53.91304347826087,213.7173913043478,4535,6424.0,11681.422669030811,33663.600000000006,0.40047554347826086,0.14825704823369565,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""c66e4e6a6bf734331b1490f9ea2cacf0eb309883c904dd0edc0de4a1f9bedef7""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b2,conversational / direct QA,2,STAGE_B_REPRESENTATIVE,191,PREFILL,281152,51611,8.277981862066564,321.55796504635254,575.5,0.21143367288868656,81.09782608695652,333.4673913043478,51611,3600.0,8036.23828422809,22460.0,0.8925243284771227,0.8011822786250854,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""c66e4e6a6bf734331b1490f9ea2cacf0eb309883c904dd0edc0de4a1f9bedef7""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b8,conversational / direct QA,8,STAGE_B2_ENDPOINT,385,DECODE,94208,28978,7.566584024772595,202.92311164754693,328.5,0.27529509171195654,53.380434782608695,216.06521739130434,2589,4330.0,12939.962715157337,39978.59999999999,0.30513332201086957,0.11106275475543478,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""c9a9cac79f9b628274d5cc993f7cf96057c4042bb0931da50ea2698bc83338c9""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
14-qa-b8,conversational / direct QA,8,STAGE_B2_ENDPOINT,385,PREFILL,566720,61484,8.408834738925012,354.7205242253469,686.0,0.2052142151326934,88.70652173913044,365.85869565217394,61484,4261.0,9721.38150686016,27470.5,0.8411084839073969,0.7051859824957651,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""c9a9cac79f9b628274d5cc993f7cf96057c4042bb0931da50ea2698bc83338c9""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b1,Spanish-language reasoning/explanation,1,STAGE_B2_ENDPOINT,208,DECODE,94208,28431,7.5400143160368245,194.95028465765992,310.5,0.279838230298913,50.75,209.75,4717,5040.0,11410.227263076735,34689.0,0.37613578464673914,0.14007302989130435,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""660895b18301ca877ec094c5605427e5c132b2d4215167d03ce92048084c0a24"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b1,Spanish-language reasoning/explanation,1,STAGE_B2_ENDPOINT,208,PREFILL,306176,51720,8.175628742280702,300.21227485617993,574.0,0.23463302153010032,73.05434782608695,323.5,51720,2683.5,7125.770534001949,20353.5,0.8275501672240803,0.7370107389214047,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""660895b18301ca877ec094c5605427e5c132b2d4215167d03ce92048084c0a24"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b2,Spanish-language reasoning/explanation,2,STAGE_B_REPRESENTATIVE,276,DECODE,94208,28674,7.534749602463536,193.9205523509473,321.0,0.2841690726902174,50.108695652173914,212.1086956521739,3330,4365.0,11919.336847201743,37412.3,0.345023777173913,0.12591287364130435,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""21e23108a07ad69f63b35b73bded71cc0c146202b85af1117ff8f2956582759c"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b2,Spanish-language reasoning/explanation,2,STAGE_B_REPRESENTATIVE,276,PREFILL,406272,56613,8.241228029824288,314.3493781911179,624.5,0.23622843809073724,76.6086956521739,344.10869565217394,56613,2928.0,7770.857475426058,22701.0,0.7968528473534972,0.694377166036547,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""21e23108a07ad69f63b35b73bded71cc0c146202b85af1117ff8f2956582759c"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b8,Spanish-language reasoning/explanation,8,STAGE_B2_ENDPOINT,599,DECODE,94208,29336,7.580736697439009,203.89887365381443,340.5,0.2794136379076087,53.67391304347826,219.27173913043478,1878,4290.0,13575.020729990252,42426.20000000001,0.3204186480978261,0.12381114130434782,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e7609656e3a646118e4e47e8156c77537d545963883bd4b37527eb00cc83b1bc""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
15-spanish-b8,Spanish-language reasoning/explanation,8,STAGE_B2_ENDPOINT,599,PREFILL,881728,65924,8.305657272981424,330.9481071424308,730.5,0.23905444763010816,79.16304347826087,365.85869565217394,65924,3390.0,9359.431981211173,27626.0,0.7563851890832547,0.6247777092255208,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e7609656e3a646118e4e47e8156c77537d545963883bd4b37527eb00cc83b1bc""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b1,multilingual / translation / cross-language transformation,1,STAGE_B2_ENDPOINT,169,DECODE,94208,30868,7.689269313936211,217.15836718235448,343.0,0.2649031929347826,57.94565217391305,234.92391304347825,5177,5964.0,12218.730397277353,36002.0,0.36477793817934784,0.14201554008152173,"[""12d850801662811e8e418a9c28e50835d53c620ae0a6e11c8acadf36e9d3e431"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b1,multilingual / translation / cross-language transformation,1,STAGE_B2_ENDPOINT,169,PREFILL,248768,49981,8.229761037978617,312.5652353291166,550.5,0.22395565346025212,79.55434782608695,330.57608695652175,49981,3365.0,7621.30243929432,21710.0,0.8873729740159506,0.8132155261126833,"[""12d850801662811e8e418a9c28e50835d53c620ae0a6e11c8acadf36e9d3e431"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b2,multilingual / translation / cross-language transformation,2,STAGE_B_REPRESENTATIVE,217,DECODE,94208,27929,7.4700581422322045,186.4820377266478,313.0,0.29939070991847827,47.43478260869565,203.95652173913044,3442,4758.0,11664.096181389506,35353.5,0.34114937160326086,0.1417183254076087,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""1c67745a4f933322d5698b09e61b0c133a99ea9214149400206fe2e0c3e004ef"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b2,multilingual / translation / cross-language transformation,2,STAGE_B_REPRESENTATIVE,217,PREFILL,319424,53638,8.27539071453476,322.6928635827538,595.0,0.22066907934281707,80.56521739130434,339.44565217391306,53638,3453.0,8288.30425981805,23230.5,0.8507970597074734,0.7618807603686636,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""1c67745a4f933322d5698b09e61b0c133a99ea9214149400206fe2e0c3e004ef"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b8,multilingual / translation / cross-language transformation,8,STAGE_B2_ENDPOINT,404,DECODE,94208,28436,7.5104727873444235,193.50283386248412,317.5,0.28818147078804346,49.81521739130435,209.6413043478261,2288,5580.0,13034.668113577023,38866.0,0.3876316236413043,0.16001825747282608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""a6ccd8684295aa648007171379dfa20284a6e7a673478d5ec37d5e64f4a1e761"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
16-multi-b8,multilingual / translation / cross-language transformation,8,STAGE_B2_ENDPOINT,404,PREFILL,594688,62031,8.389234750977467,350.84920489424724,696.5,0.21305793962548428,87.3804347826087,368.0326086956522,62031,4496.0,10175.179655951202,28405.0,0.8301344570598365,0.701456898407232,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""a6ccd8684295aa648007171379dfa20284a6e7a673478d5ec37d5e64f4a1e761"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
