case_id,semantic_family,length_level,selection_role,prompt_tokens,phase,selected_occurrences,distinct_expert_keys,mean_layer_entropy_bits,mean_layer_effective_experts,median_layer_distinct_experts,top16_selected_mass_fraction,mean_layer_mass50_experts,mean_layer_mass90_experts,cold_first_occurrences,finite_stack_distance_median,finite_stack_distance_mean,finite_stack_distance_p90,core_mass_gamma_0_8,core_mass_gamma_1_0,source_sha256,derivation_id,analysis_code_version,source_evidence_class,derived_evidence_class,protocol,authority_scope
06-debug-b4,debugging / code review,4,STAGE_B_REPRESENTATIVE,278,DECODE,94208,26886,7.346653610725502,177.67151931254068,300.0,0.3213952105978261,45.29347826086956,194.9891304347826,2930,3808.0,11055.804114901728,35629.3,0.2724715523097826,0.10923700747282608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""50c542f24657df86cdf1b83385335e40eeb850f676142cbd8b0abb3e7f58fe1e"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
06-debug-b4,debugging / code review,4,STAGE_B_REPRESENTATIVE,278,PREFILL,409216,58034,8.35980966250767,342.5093817994239,644.0,0.21441243744135127,85.59782608695652,359.5108695652174,58034,3604.0,8701.046175487354,24713.0,0.8072240577103534,0.6881793478260869,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""50c542f24657df86cdf1b83385335e40eeb850f676142cbd8b0abb3e7f58fe1e"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
06-debug-b8,debugging / code review,8,STAGE_B2_ENDPOINT,376,DECODE,94208,26860,7.3732317465743975,176.23199145475976,290.5,0.31331734035326086,44.119565217391305,193.3586956521739,1979,4860.0,11783.997224300383,36234.59999999999,0.348091457201087,0.13853388247282608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""82e9e16c2c76c7ccbe57ef73083b9a0122a506b03289db1c78525afaed3c8d15"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
06-debug-b8,debugging / code review,8,STAGE_B2_ENDPOINT,376,PREFILL,553472,61531,8.373698357112872,346.35375920087796,690.0,0.2175900497224792,85.47826086956522,365.17391304347825,61531,4130.0,9525.110312008961,27138.0,0.7949001936864015,0.6647924375578168,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""82e9e16c2c76c7ccbe57ef73083b9a0122a506b03289db1c78525afaed3c8d15"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b1,algorithms / data-structure reasoning,1,STAGE_B2_ENDPOINT,175,DECODE,94208,28340,7.458657042781157,191.0820514552836,309.5,0.3040824558423913,50.05434782608695,209.09782608695653,6008,4386.5,11158.399875283447,34182.20000000001,0.29140837296195654,0.11235776154891304,"[""00974cfe319a79901de6322aeea32ce0205e2a84e1a783ab767c9171b2af400f"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b1,algorithms / data-structure reasoning,1,STAGE_B2_ENDPOINT,175,PREFILL,257600,50980,8.23167882147874,313.16688137026097,565.5,0.2274611801242236,78.3913043478261,334.8478260869565,50980,3363.0,7660.767791114123,21832.0,0.868847049689441,0.7848369565217391,"[""00974cfe319a79901de6322aeea32ce0205e2a84e1a783ab767c9171b2af400f"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b2,algorithms / data-structure reasoning,2,STAGE_B_REPRESENTATIVE,194,DECODE,94208,28337,7.473690195275003,190.24933281199185,310.0,0.3003991168478261,48.98913043478261,208.7391304347826,5157,3943.0,11224.51652423892,33721.0,0.34013034986413043,0.13487177309782608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""20af69ef77e69f48779e0f6e38c9254e9127b3aba0917aa53f827d5d533a33a9"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b2,algorithms / data-structure reasoning,2,STAGE_B_REPRESENTATIVE,194,PREFILL,285568,52362,8.24421611555807,316.31123394775324,585.5,0.2286110488570148,78.8913043478261,338.20652173913044,52362,3411.0,7921.9456017426655,22461.0,0.8621554235768714,0.7688396458987001,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""20af69ef77e69f48779e0f6e38c9254e9127b3aba0917aa53f827d5d533a33a9"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b8,algorithms / data-structure reasoning,8,STAGE_B2_ENDPOINT,408,DECODE,94208,29170,7.556465032613505,200.76206159261525,326.0,0.2840416949728261,52.65217391304348,216.9891304347826,2339,5565.0,13321.325147764752,39622.0,0.3687691066576087,0.13755731997282608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""25f282940d91c9adcefccf1c86955ce69bbdd033b49fb0460285791af70b4230"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
07-algorithms-b8,algorithms / data-structure reasoning,8,STAGE_B2_ENDPOINT,408,PREFILL,600576,62459,8.334566497665563,339.84233689940567,702.0,0.23243519554560954,83.76086956521739,368.1521739130435,62459,4200.0,9910.100797781895,28062.0,0.806081162084399,0.6771482709931799,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""25f282940d91c9adcefccf1c86955ce69bbdd033b49fb0460285791af70b4230"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b1,summarization / synthesis,1,STAGE_B2_ENDPOINT,177,DECODE,94208,29924,7.6676032485942285,213.71788736436764,331.0,0.25858738111413043,56.98913043478261,225.94565217391303,4670,5608.0,12205.448312448347,35151.0,0.38779084578804346,0.1536812160326087,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7295fb206b42ad866364290f41bf03b43cea52caf7aaf218884127863fe8f66"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b1,summarization / synthesis,1,STAGE_B2_ENDPOINT,177,PREFILL,260544,51269,8.278740177550542,322.67124150178336,565.0,0.2146201793171211,81.8913043478261,337.95652173913044,51269,3555.0,8078.476253733126,22608.0,0.8833210513387374,0.8009395725865881,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7295fb206b42ad866364290f41bf03b43cea52caf7aaf218884127863fe8f66"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b2,summarization / synthesis,2,STAGE_B_REPRESENTATIVE,211,DECODE,94208,30187,7.672854942071277,212.90055683152315,333.5,0.25992484714673914,55.83695652173913,227.75,4160,6005.0,12745.26662446695,38131.500000000015,0.3821862262228261,0.1466117527173913,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""4ef3c41d4799bab0a8601943b4803f8fb7244806c9a058e7842e26ba1f8fd108"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b2,summarization / synthesis,2,STAGE_B_REPRESENTATIVE,211,PREFILL,310592,54362,8.353199645556545,338.784995400143,601.5,0.20716245106119927,86.67391304347827,350.8369565217391,54362,3544.0,8314.521991960348,23924.100000000006,0.8612198640016485,0.7673990315268906,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""4ef3c41d4799bab0a8601943b4803f8fb7244806c9a058e7842e26ba1f8fd108"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b8,summarization / synthesis,8,STAGE_B2_ENDPOINT,412,DECODE,94208,29233,7.639620258987849,206.59341045159016,329.0,0.25544539741847827,53.75,217.7608695652174,2296,7200.0,14077.845732874925,43074.90000000001,0.35648777173913043,0.14027471127717392,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""7a59040b254ea460befc42720456d2afcf99af75bccb20eaa8e1e219a22e8ac0"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
08-summary-b8,summarization / synthesis,8,STAGE_B2_ENDPOINT,412,PREFILL,606464,63812,8.488472093982196,373.68953257071394,714.0,0.199222047804981,94.78260869565217,384.60869565217394,63812,4521.0,10316.820341581713,28820.0,0.8253713328408612,0.6923626134444913,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""7a59040b254ea460befc42720456d2afcf99af75bccb20eaa8e1e219a22e8ac0"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
09-extract-b1,structured extraction / transformation,1,STAGE_B2_ENDPOINT,183,DECODE,94208,28828,7.541806845537998,198.10450371841026,318.5,0.28555961277173914,51.45652173913044,213.94565217391303,5086,4389.0,11423.90187607998,35995.90000000001,0.28581436820652173,0.12076469089673914,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""4afd133672f4efd1f4f9c594529ae0826a6590359a5994efc77c1d1bad8d77d5"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
09-extract-b1,structured extraction / transformation,1,STAGE_B2_ENDPOINT,183,PREFILL,269376,51663,8.262362039676075,319.5786467524969,568.5,0.21955185317177478,80.28260869565217,338.0978260869565,51663,3250.0,7550.684828191243,21564.800000000017,0.8388460738892849,0.7708221964837253,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""4afd133672f4efd1f4f9c594529ae0826a6590359a5994efc77c1d1bad8d77d5"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
09-extract-b8,structured extraction / transformation,8,STAGE_B_REPRESENTATIVE,393,DECODE,94208,28964,7.581949342109855,201.91177132117937,325.5,0.2733207370923913,52.80434782608695,215.44565217391303,2409,4710.0,13061.343315286658,40183.0,0.3840968919836957,0.15599524456521738,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""87813ce819b5e5bba2ed451b9e4664e238b065aa22122e3b536762fba9325b96"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
09-extract-b8,structured extraction / transformation,8,STAGE_B_REPRESENTATIVE,393,PREFILL,578496,62165,8.403660741533592,354.17686402639305,694.0,0.21027284544750527,88.23913043478261,370.0978260869565,62165,4376.0,9994.288812796443,28029.0,0.8167541348600509,0.6895432293395287,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""87813ce819b5e5bba2ed451b9e4664e238b065aa22122e3b536762fba9325b96"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b1,planning / constraint satisfaction,1,STAGE_B2_ENDPOINT,172,DECODE,94208,27179,7.434191961072684,181.8017538095828,298.0,0.2964928668478261,46.25,196.33695652173913,5338,5378.0,10742.099066051536,32415.300000000017,0.31978175951086957,0.11986243206521739,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""ad568faaca11d2aa71df2c1acbf527903d99018816d59130844e95fc29c30629"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b1,planning / constraint satisfaction,1,STAGE_B2_ENDPOINT,172,PREFILL,253184,49638,8.210236092368353,308.288955892012,549.5,0.2233908935793731,77.57608695652173,325.0869565217391,49638,3404.0,7438.24266259224,21198.0,0.8809008468149646,0.804833638776542,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""ad568faaca11d2aa71df2c1acbf527903d99018816d59130844e95fc29c30629"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b4,planning / constraint satisfaction,4,STAGE_B_REPRESENTATIVE,246,DECODE,94208,29346,7.601785895898826,205.90336195310655,329.5,0.27058211616847827,54.45652173913044,219.3804347826087,3687,5359.0,12580.726151942643,38265.0,0.33383576766304346,0.12002165421195653,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""f5d051688b02df839e0cea6dfc1fad591f6f2dbf60b17994f687e5340aaa8a5c""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b4,planning / constraint satisfaction,4,STAGE_B_REPRESENTATIVE,246,PREFILL,362112,56223,8.354240389782362,341.28948178786976,624.0,0.21002617974549312,86.46739130434783,353.6195652173913,56223,3678.0,8542.31404529094,23970.20000000001,0.8246481751502298,0.7161955417108519,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""f5d051688b02df839e0cea6dfc1fad591f6f2dbf60b17994f687e5340aaa8a5c""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b8,planning / constraint satisfaction,8,STAGE_B2_ENDPOINT,395,DECODE,94208,30099,7.658726701146568,213.95397015993078,341.0,0.26212211277173914,57.0,227.5326086956522,2398,5996.0,13928.934201067423,40735.30000000002,0.36544667119565216,0.13543435801630435,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e2d06dc826f6bbb3d455fe149870ab88628a348e5d01cea1220b32f7f4067658""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
10-planning-b8,planning / constraint satisfaction,8,STAGE_B2_ENDPOINT,395,PREFILL,581440,62479,8.431678608911852,360.39107075367707,698.5,0.20386282333516786,90.30434782608695,372.2282608695652,62479,4436.0,10139.221143785371,28245.0,0.8123125343973583,0.6774662905888827,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e2d06dc826f6bbb3d455fe149870ab88628a348e5d01cea1220b32f7f4067658""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
11-instructions-b1,multi-step instruction following / structured response,1,STAGE_B_REPRESENTATIVE,168,DECODE,94208,28772,7.574005824101856,199.79464917980096,324.0,0.27189835258152173,51.78260869565217,213.57608695652175,5288,5557.5,11419.518578497526,34111.20000000001,0.3452042289402174,0.13155995244565216,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e3de04b44f994fc3e9a95ccd8e25423ee5c1075246d0a88e85590650e9bc31b7""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
11-instructions-b1,multi-step instruction following / structured response,1,STAGE_B_REPRESENTATIVE,168,PREFILL,247296,49456,8.210484523151454,307.2543875543537,548.5,0.2234649974120083,77.19565217391305,325.42391304347825,49456,3416.0,7428.810270926001,21030.100000000006,0.8817085597826086,0.8077081715838509,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e3de04b44f994fc3e9a95ccd8e25423ee5c1075246d0a88e85590650e9bc31b7""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
11-instructions-b8,multi-step instruction following / structured response,8,STAGE_B2_ENDPOINT,380,DECODE,94208,28745,7.574297064172343,199.98973746943884,316.5,0.27316151494565216,52.17391304347826,212.82608695652175,2667,5065.0,13409.817546236112,40558.0,0.384956691576087,0.15687627377717392,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e7e912f3f422b0c1c678bbdbec6566c2421bc39f58d717d2bf376af0fae541f5""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
11-instructions-b8,multi-step instruction following / structured response,8,STAGE_B2_ENDPOINT,380,PREFILL,559360,61401,8.407408299779354,353.3433784789367,686.5,0.20651458810068649,88.75,366.0652173913044,61401,4504.0,9994.220502089529,27571.0,0.8406875715102975,0.7115113701372998,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566"",""e7e912f3f422b0c1c678bbdbec6566c2421bc39f58d717d2bf376af0fae541f5""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
12-compare-b1,analytical comparison / argumentation,1,STAGE_B_REPRESENTATIVE,160,DECODE,94208,28968,7.571888198760979,202.6639704372704,323.5,0.2734268851902174,52.98913043478261,215.30434782608697,5884,5036.0,10994.758231058377,32436.399999999994,0.38411812160326086,0.13633661684782608,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""32effda4c65deaf8ae315eaf94b1ec42294f6a61851227a336abcccd604e1b2d"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
12-compare-b1,analytical comparison / argumentation,1,STAGE_B_REPRESENTATIVE,160,PREFILL,235520,48120,8.179639089344152,300.07068941932454,535.5,0.2219811480978261,74.55434782608695,315.54347826086956,48120,3374.0,7196.885522945571,20175.0,0.8932107676630435,0.8071119225543478,"[""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""32effda4c65deaf8ae315eaf94b1ec42294f6a61851227a336abcccd604e1b2d"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
12-compare-b8,analytical comparison / argumentation,8,STAGE_B2_ENDPOINT,382,DECODE,94208,29800,7.642665411266131,212.32469179537233,336.0,0.26180366847826086,57.09782608695652,224.2173913043478,2633,5483.0,13429.05363909364,40521.0,0.3344089673913043,0.12129543138586957,"[""094c24d78ab6f5bdc8d16519ddbe1126c84fa8800f453eb85729884ee1014d92"",""18ab89a63b63f6c96a0e0aa4807fcf152aed251b441ab77a8b593bcb35929ba0"",""2dceb8a4e860f3978e6327eae0c473626868b77fbb3ede2b5b15d0a666536059"",""b7a23e73108c1612c3db9d822c9d82ff065764a4682ef037cdc277ba5d730566""]",issue105-route-features-v1,5278f4201b4d26c35835a3f4a42ebe85b9487994,MEASURED_OBSERVER,CURATED_FROM_MEASURED,issue102_observer_semantic_order,issue102_full_prompt
